name,brand,location,year,vehicle_age,kilometers_driven,fuel_type,transmission,owner_type,mileage_kmpl,engine_cc,power_bhp,seats,price
Maruti Alto K10 2010-2014 VXI,Maruti,Hyderabad,2013,7,30131.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.65
Maruti Alto 800 2016-2019 VXI,Maruti,Hyderabad,2017,3,2530.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,3.3
Mercedes-Benz New C-Class C 220 CDI Style,Mercedes-Benz,Hyderabad,2015,5,39000.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,34.0
Hyundai Santro D Lite,Hyundai,Chennai,2001,19,140000.0,Petrol,Manual,Third,20.3,1086.0,68.0,5.0,0.7
Hyundai Xcent 1.1 CRDi S,Hyundai,Kochi,2017,3,32257.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,6.83
Honda Amaze S i-Dtech,Honda,Kochi,2016,4,46983.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.77
Maruti Swift Vdi BSIII,Maruti,Chennai,2008,12,107000.0,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.1
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Mumbai,2017,3,19000.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,4.95
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Bangalore,2013,7,88000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,16.25
Land Rover Range Rover 3.6 TDV8 Vogue SE,Land,Coimbatore,2012,8,84384.0,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,52.54
Mahindra XUV500 W8 2WD,Mahindra,Chennai,2011,9,128000.0,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.4
Ford Endeavour 2.5L 4X2,Ford,Bangalore,2011,9,71000.0,Diesel,Manual,Third,13.1,2499.0,141.0,7.0,6.95
Tata Indica V2 DLX,Tata,Kolkata,2008,12,50000.0,Diesel,Manual,First,17.2,1396.0,53.5,5.0,0.85
Maruti Baleno Alpha,Maruti,Chennai,2016,4,16000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.95
Hyundai Xcent 1.1 CRDi Base,Hyundai,Kolkata,2017,3,82000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3.45
Honda Civic 2006-2010 1.8 S MT,Honda,Delhi,2008,12,80000.0,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.75
Hyundai i20 Sportz Option 1.2,Hyundai,Delhi,2015,5,36000.0,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,4.95
Tata Nexon 1.2 Revotron XZ Plus,Tata,Coimbatore,2018,2,17477.0,Petrol,Manual,First,17.0,1198.0,108.5,5.0,9.62
Hyundai i20 Sportz 1.2,Hyundai,Coimbatore,2016,4,16725.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.79
Maruti Swift Dzire ZXI,Maruti,Mumbai,2014,6,48241.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4.5
Maruti Wagon R LXI,Maruti,Kochi,2014,6,52431.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,3.01
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Bangalore,2012,8,68000.0,Diesel,Manual,First,21.9,1396.0,88.76,5.0,4.4
Toyota Fortuner 4x2 AT,Toyota,Hyderabad,2012,8,158000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,17.49
Hyundai i10 Sportz,Hyundai,Coimbatore,2014,6,31446.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4.66
Hyundai Grand i10 Asta,Hyundai,Chennai,2015,5,25000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.5
Hyundai i20 Asta 1.2,Hyundai,Ahmedabad,2016,4,57000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.0
Hyundai Santro Xing XL AT eRLX Euro II,Hyundai,Hyderabad,2007,13,76000.0,Petrol,Automatic,First,17.0,1086.0,,5.0,2.4
Maruti Vitara Brezza ZDi Plus,Maruti,Kochi,2018,2,57078.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.19
Honda Amaze S i-Dtech,Honda,Kochi,2016,4,47471.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.25
Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,Hyderabad,2014,6,50000.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,45.0
Hyundai i20 Sportz Diesel,Hyundai,Ahmedabad,2010,10,62000.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,2.7
Hyundai i10 Era,Hyundai,Coimbatore,2013,7,65807.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.39
Maruti Swift Dzire VDI,Maruti,Hyderabad,2014,6,81768.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.69
BMW Z4 2009-2013 Roadster 2.5i,BMW,Kochi,2018,2,9952.0,Petrol,Automatic,First,10.37,2979.0,306.0,2.0,58.54
Maruti Baleno Alpha Diesel,Maruti,Hyderabad,2017,3,24000.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,8.4
Chevrolet Beat Diesel,Chevrolet,Hyderabad,2012,8,72921.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.5
Honda Brio V MT,Honda,Pune,2012,8,59000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.25
Ford Figo Diesel Titanium,Ford,Mumbai,2014,6,33000.0,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,3.25
Maruti Celerio VXI AT,Maruti,Pune,2016,4,36789.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,Jaipur,2014,6,41000.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,18.5
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,Hyderabad,2007,13,71000.0,Petrol,Automatic,First,17.0,1086.0,,5.0,2.4
Honda Brio S MT,Honda,Jaipur,2015,5,46650.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.25
Maruti Baleno Alpha CVT,Maruti,Mumbai,2018,2,3000.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,8.85
Hyundai EON Sportz,Hyundai,Coimbatore,2014,6,14799.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.14
Toyota Prius 2009-2016 Z4,Toyota,Mumbai,2011,9,44000.0,Electric,Automatic,First,,1798.0,73.0,5.0,12.75
Hyundai i20 1.4 CRDi Sportz,Hyundai,Hyderabad,2015,5,68525.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,7.0
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Hyderabad,2018,2,15000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,33.0
Honda City i-VTEC VX,Honda,Ahmedabad,2017,3,29000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,10.0
Maruti SX4 ZDI,Maruti,Kochi,2012,8,77407.0,Diesel,Manual,Second,21.5,1248.0,88.8,5.0,3.53
Chevrolet Optra Magnum 1.6 LS Petrol,Chevrolet,Jaipur,2007,13,118000.0,Petrol,Manual,First,12.9,1598.0,102.5,5.0,1.35
Volkswagen Vento Diesel Highline,Volkswagen,Delhi,2013,7,75000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.5
Honda City V MT,Honda,Pune,2012,8,69000.0,Petrol,Manual,First,16.8,1497.0,116.3,5.0,4.9
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Kochi,2016,4,52553.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.26
Hyundai Xcent 1.1 CRDi SX,Hyundai,Mumbai,2014,6,58000.0,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,3.99
Mercedes-Benz GLC 220d 4MATIC Style,Mercedes-Benz,Mumbai,2017,3,24000.0,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,46.95
Ford Figo Diesel EXI,Ford,Hyderabad,2015,5,65542.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.8
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Volkswagen,Ahmedabad,2013,7,68008.0,Diesel,Manual,Second,15.0,1896.0,105.0,5.0,6.75
Mahindra TUV 300 2015-2019 T8,Mahindra,Coimbatore,2017,3,22251.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.75
Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,Chennai,2013,7,55000.0,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,5.2
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kochi,2017,3,19387.0,Petrol,Manual,First,17.1,1591.0,121.3,5.0,8.42
Maruti Wagon R LXI CNG,Maruti,Pune,2014,6,58000.0,CNG,Manual,First,26.6,998.0,58.16,5.0,3.0
Hyundai i20 Sportz 1.2,Hyundai,Mumbai,2016,4,24001.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.75
Audi A4 New 2.0 TDI Multitronic,Audi,Kolkata,2008,12,17000.0,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,9.75
Nissan Micra Active XV S,Nissan,Delhi,2015,5,28500.0,Petrol,Manual,First,19.49,1198.0,67.04,5.0,3.5
Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,Jaipur,2014,6,66000.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,30.0
Land Rover Discovery Sport TD4 S,Land,Delhi,2017,3,22000.0,Diesel,Automatic,First,12.83,2179.0,147.5,5.0,35.0
Hyundai Creta 1.6 SX Option Executive,Hyundai,Coimbatore,2018,2,44383.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,13.25
Skoda Rapid 1.6 TDI Active,Skoda,Mumbai,2013,7,45000.0,Diesel,Manual,First,20.5,1598.0,103.5,5.0,3.65
Maruti Swift Dzire VDI,Maruti,Jaipur,2015,5,58000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
Hyundai Creta 1.6 SX,Hyundai,Delhi,2016,4,69000.0,Petrol,Manual,First,15.8,1591.0,121.3,5.0,9.7
Hyundai Grand i10 CRDi Sportz,Hyundai,Coimbatore,2017,3,60993.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.21
Mahindra TUV 300 T8,Mahindra,Pune,2016,4,67000.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,6.3
Hyundai Grand i10 CRDi Sportz,Hyundai,Kochi,2014,6,51134.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.72
BMW X5 xDrive 30d,BMW,Chennai,2011,9,55000.0,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,28.0
Maruti Dzire AMT VDI,Maruti,Coimbatore,2018,2,25082.0,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.37
Toyota Fortuner 4x4 MT,Toyota,Delhi,2012,8,68350.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,14.0
Audi A6 2011-2015 35 TDI Technology,Audi,Hyderabad,2015,5,50000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,36.0
Honda Jazz 1.5 V i DTEC,Honda,Pune,2015,5,97000.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.4
Audi Q7 4.2 TDI Quattro Technology,Audi,Coimbatore,2015,5,56238.0,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,51.69
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Mahindra,Jaipur,2014,6,72618.0,Diesel,Manual,First,12.05,2179.0,120.0,7.0,8.0
Chevrolet Cruze LTZ,Chevrolet,Hyderabad,2012,8,62005.0,Diesel,Manual,First,18.3,1991.0,147.9,5.0,9.8
Chevrolet Beat Diesel LT,Chevrolet,Hyderabad,2012,8,61250.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.7
Audi A4 35 TDI Premium Plus,Audi,Coimbatore,2014,6,28469.0,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,24.37
Skoda Rapid 1.6 MPI AT Style,Skoda,Kochi,2018,2,21488.0,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,9.72
Maruti Swift Dzire VDI,Maruti,Pune,2014,6,197000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.0
Toyota Fortuner 3.0 Diesel,Toyota,Pune,2009,11,138205.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,10.5
Maruti Swift VDI,Maruti,Jaipur,2012,8,160000.0,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,3.9
Honda City 1.5 V MT Exclusive,Honda,Coimbatore,2012,8,67590.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.65
Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,Mumbai,2012,8,52000.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,29.95
Maruti Swift Ldi BSIII,Maruti,Bangalore,2008,12,100000.0,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,3.0
Ford Aspire Titanium Diesel,Ford,Kolkata,2017,3,60048.0,Diesel,Manual,First,26.1,1498.0,99.0,5.0,6.0
Hyundai i10 Sportz,Hyundai,Mumbai,2009,11,48000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.11
Fiat Punto 1.4 Emotion,Fiat,Kolkata,2010,10,47000.0,Petrol,Manual,First,14.6,,,,1.49
Maruti Alto LXi,Maruti,Jaipur,2011,9,100000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5
Toyota Etios Liva GD,Toyota,Coimbatore,2013,7,62601.0,Diesel,Manual,First,23.59,1364.0,,5.0,4.67
Maruti Swift VXI BSIV,Maruti,Bangalore,2006,14,80010.0,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,2.85
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,Coimbatore,2017,3,26493.0,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,33.64
Tata Indica V2 DLE BSIII,Tata,Hyderabad,2011,9,96000.0,Diesel,Manual,Second,17.88,1396.0,52.8,5.0,0.91
Maruti Alto 800 VXI,Maruti,Jaipur,2014,6,45700.0,Petrol,Manual,Second,22.74,796.0,47.3,5.0,2.42
Skoda Superb 2.8 V6 AT,Skoda,Kolkata,2005,15,13000.0,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,3.25
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Kolkata,2013,7,38000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.8
Maruti Dzire AMT ZXI Plus,Maruti,Coimbatore,2019,1,8018.0,Petrol,Automatic,First,22.0,1197.0,81.8,5.0,8.3
Mahindra Scorpio VLX,Mahindra,Bangalore,2010,10,144400.0,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,5.25
Maruti Swift Vdi BSIII,Maruti,Jaipur,2010,10,152000.0,Diesel,Manual,First,17.8,1248.0,75.0,5.0,2.9
BMW 3 Series 320d Prestige,BMW,Pune,2013,7,71000.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,15.0
Tata Nano STD SE,Tata,Jaipur,2012,8,80000.0,Petrol,Manual,Second,25.4,624.0,37.5,4.0,0.53
Toyota Innova 2.5 VX (Diesel) 8 Seater,Toyota,Mumbai,2014,6,87143.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12.5
Honda Brio S Option MT,Honda,Mumbai,2012,8,25000.0,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.75
Tata Tiago AMT 1.2 Revotron XZA,Tata,Pune,2018,2,2000.0,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,5.0
Mahindra Scorpio SLE BSIV,Mahindra,Kochi,2014,6,45239.0,Diesel,Manual,First,12.05,2179.0,120.0,8.0,7.09
BMW 5 Series 2003-2012 525d,BMW,Hyderabad,2011,9,101999.0,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,19.99
Toyota Corolla Altis D-4D GL,Toyota,Mumbai,2014,6,74219.0,Diesel,Manual,First,21.43,1364.0,87.2,5.0,10.75
Honda City i VTEC CVT VX,Honda,Mumbai,2016,4,25000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9.45
Hyundai Verna CRDi 1.6 SX Option,Hyundai,Hyderabad,2008,12,109606.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.9
Maruti Swift Dzire VDI Optional,Maruti,Kolkata,2015,5,36000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.7
Maruti Ciaz ZXi,Maruti,Coimbatore,2016,4,41810.0,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7.11
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Jaipur,2014,6,93321.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.25
Maruti Alto K10 2010-2014 VXI,Maruti,Hyderabad,2011,9,81000.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.2
Honda Amaze V CVT Petrol,Honda,Kochi,2019,1,25717.0,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,8.86
Mahindra XUV500 W6 2WD,Mahindra,Delhi,2015,5,37000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.3
Mahindra TUV 300 2015-2019 T8,Mahindra,Coimbatore,2017,3,56380.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.57
Honda Jazz VX,Honda,Chennai,2017,3,8000.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7.9
Maruti Swift VXI BSIII W/ ABS,Maruti,Kochi,2018,2,14589.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,5.65
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Delhi,2013,7,65088.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.25
Hyundai Creta 1.6 SX Option Diesel,Hyundai,Coimbatore,2019,1,24864.0,Diesel,Manual,First,20.5,1582.0,126.2,5.0,16.27
Chevrolet Beat LS,Chevrolet,Coimbatore,2011,9,64831.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,3.21
Honda Amaze VX i-DTEC,Honda,Kolkata,2013,7,38001.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.9
Mercedes-Benz E-Class 230 E AT,Mercedes-Benz,Mumbai,2008,12,77000.0,Petrol,Automatic,Second,10.0,2496.0,157.7,5.0,6.5
BMW 5 Series 530d M Sport,BMW,Hyderabad,2016,4,27000.0,Diesel,Automatic,First,18.59,2993.0,265.0,5.0,48.0
Audi A3 35 TDI Premium Plus,Audi,Mumbai,2016,4,39000.0,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,18.9
Maruti Swift Dzire VDI,Maruti,Pune,2015,5,131000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.6
Maruti Swift Dzire VDI,Maruti,Kolkata,2015,5,43000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5.5
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Pune,2011,9,68000.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,7.0
BMW X3 xDrive20d,BMW,Bangalore,2016,4,45165.0,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,41.75
BMW 5 Series 2003-2012 525d,BMW,Hyderabad,2007,13,120000.0,Diesel,Automatic,First,16.73,1995.0,218.0,5.0,10.5
Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2014,6,86091.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.09
Honda City 1.5 S MT,Honda,Delhi,2009,11,71499.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.0
Force One LX 4x4,Force,Chennai,2014,6,50000.0,Diesel,Manual,First,17.0,2200.0,139.01,7.0,12.0
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,Jaipur,2015,5,66000.0,Diesel,Manual,First,20.14,1498.0,88.0,5.0,4.91
Honda Jazz S,Honda,Kolkata,2010,10,45000.0,Petrol,Manual,First,16.0,1198.0,90.0,5.0,2.0
Toyota Etios Liva GD SP,Toyota,Hyderabad,2015,5,69189.0,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.3
Nissan Terrano XV Premium 110 PS,Nissan,Mumbai,2014,6,40206.0,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.22
BMW X3 xDrive 20d xLine,BMW,Kochi,2017,3,36723.0,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.57
Hyundai i20 1.2 Magna,Hyundai,Mumbai,2010,10,57500.0,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2018,2,43912.0,CNG,Manual,First,15.1,1196.0,73.0,5.0,4.33
Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Hyderabad,2011,9,52000.0,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.75
Honda City 1.5 V AT,Honda,Kochi,2014,6,60952.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,5.91
Maruti Swift VDI BSIV,Maruti,Chennai,2013,7,87192.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.35
Hyundai Grand i10 CRDi SportZ Edition,Hyundai,Delhi,2014,6,58000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.25
Audi Q7 45 TDI Quattro Technology,Audi,Pune,2017,3,59500.0,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,68.0
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Volkswagen,Mumbai,2016,4,16650.0,Petrol,Manual,First,17.0,1198.0,74.0,5.0,5.5
Honda City i VTEC CVT VX,Honda,Kochi,2018,2,34696.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.08
Maruti Baleno Alpha 1.3,Maruti,Kochi,2018,2,42243.0,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7.48
Hyundai Grand i10 CRDi Sportz,Hyundai,Jaipur,2016,4,57824.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.5
Maruti Swift Dzire VDi,Maruti,Jaipur,2011,9,110000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.5
Maruti Swift 1.3 VXi,Maruti,Delhi,2006,14,63000.0,Petrol,Manual,First,16.1,,,,1.6
Land Rover Freelander 2 TD4 HSE,Land,Delhi,2013,7,72000.0,Diesel,Automatic,First,,2179.0,115.0,5.0,15.5
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2013,7,63455.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,19.0
Honda Jazz VX Diesel,Honda,Hyderabad,2017,3,17151.0,Diesel,Manual,First,27.3,1498.0,98.6,5.0,8.4
Maruti Vitara Brezza LDi Option,Maruti,Pune,2016,4,31001.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.25
Maruti Swift Dzire VDI,Maruti,Kolkata,2014,6,42109.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.25
Skoda Rapid 1.5 TDI AT Elegance,Skoda,Delhi,2015,5,55000.0,Diesel,Automatic,Second,21.66,1498.0,103.52,5.0,5.7
Land Rover Freelander 2 TD4 SE,Land,Hyderabad,2013,7,46000.0,Diesel,Automatic,Second,,2179.0,115.0,5.0,26.0
Maruti Alto 800 LXI,Maruti,Hyderabad,2013,7,30852.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.49
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Pune,2011,9,65000.0,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,3.0
Honda City i DTEC SV,Honda,Delhi,2015,5,65000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,5.95
Maruti Swift Dzire LDI,Maruti,Delhi,2013,7,72000.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,2.69
Audi A4 2.0 TDI 177 Bhp Technology Edition,Audi,Bangalore,2014,6,29000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,26.0
Honda City i VTEC VX,Honda,Kolkata,2015,5,32000.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,5.5
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Ford,Chennai,2016,4,29875.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,4.85
Maruti Vitara Brezza LDi,Maruti,Kochi,2018,2,32539.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.39
Renault Duster 110PS Diesel RxL,Renault,Hyderabad,2015,5,83090.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.99
Hyundai i20 Active 1.4 SX,Hyundai,Hyderabad,2016,4,62679.0,Diesel,Manual,First,21.19,1396.0,88.73,5.0,6.95
Mahindra Logan Petrol 1.4 GLE,Mahindra,Mumbai,2010,10,93000.0,Petrol,Manual,First,15.7,1390.0,75.0,5.0,1.5
Honda City ZX GXi,Honda,Mumbai,2006,14,44000.0,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.55
Ford Figo Petrol EXI,Ford,Bangalore,2010,10,78400.0,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.75
Renault Duster Petrol RxL,Renault,Mumbai,2014,6,71300.0,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4.25
Hyundai i10 Sportz 1.2,Hyundai,Kolkata,2015,5,18000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
Land Rover Discovery Sport TD4 HSE 7S,Land,Coimbatore,2019,1,24013.0,Diesel,Automatic,First,12.81,1999.0,148.31,7.0,56.14
Audi Q5 2008-2012 2.0 TFSI Quattro,Audi,Ahmedabad,2009,11,99100.0,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,10.0
Maruti Versa DX2 BS II,Maruti,Mumbai,2003,17,62000.0,Petrol,Manual,Second,11.3,1298.0,83.1,8.0,1.25
Maruti Swift Dzire ZDI,Maruti,Kolkata,2017,3,14000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
Audi A4 2.0 TDI Premium Sport Limited Edition,Audi,Coimbatore,2015,5,44811.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.81
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Ahmedabad,2014,6,44000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.3
Toyota Fortuner 3.0 Diesel,Toyota,Chennai,2010,10,136000.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.0
Toyota Fortuner 3.0 Diesel,Toyota,Jaipur,2010,10,144113.0,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,11.75
Honda Accord 2.4 MT,Honda,Coimbatore,2012,8,94989.0,Petrol,Manual,First,12.8,2354.0,177.6,5.0,6.58
Maruti Swift ZDi,Maruti,Chennai,2012,8,58133.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.8
Skoda Fabia 1.2 MPI Classic,Skoda,Pune,2008,12,61000.0,Petrol,Manual,Second,17.5,1198.0,70.0,5.0,1.65
Jeep Compass 2.0 Sport,Jeep,Kolkata,2017,3,27000.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,15.0
Tata Nano Twist XT,Tata,Ahmedabad,2014,6,18050.0,Petrol,Manual,Second,25.4,624.0,37.5,4.0,1.0
Ford Fiesta 1.6 ZXi ABS,Ford,Hyderabad,2007,13,145277.0,Petrol,Manual,First,15.3,1596.0,101.0,5.0,1.65
Maruti Celerio ZDi,Maruti,Ahmedabad,2015,5,42000.0,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
Toyota Fortuner 3.0 Diesel,Toyota,Delhi,2011,9,86000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.5
Maruti Celerio ZDi,Maruti,Ahmedabad,2015,5,42150.0,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.6
